Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
AH-324-J23	31.57	0.01	Neural Network (Specific Model)	11	0.971	30837	284.6184971098266	303159	0.3	346	29	59718	None
AH-324-K11	84.61	0.04	Neural Network (Specific Model)	11	0.962	46849	295.3118556701031	1068427	0.29	1164	39	158426	None
AH-324-O04	67.7	0.13	Neural Network (Specific Model)	11	0.963	90614	305.85207100591714	963485	0.29	1014	22	309679	None
AH-324-O10	43.78	0.24	Neural Network (Specific Model)	11	0.956	41924	304.5561312607945	551534	0.29	579	24	109584	None
AH-324-O06	44.79	0.03	Neural Network (Specific Model)	11	0.963	19218	287.09747292418774	494001	0.28	554	30	52814	None
AH-324-P10	34.28	0.0	Neural Network (Specific Model)	11	0.96	38767	292.4252669039146	511773	0.29	562	34	107615	None
AH-326-A06	72.45	0.11	Neural Network (Specific Model)	11	0.959	28655	288.1831916902738	951684	0.3	1059	53	155724	None
AH-324-P23	67.98	0.16	Neural Network (Specific Model)	11	0.971	36953	295.659067357513	878439	0.29	965	45	104065	None
AH-326-A04	39.13	0.01	Neural Network (Specific Model)	11	0.965	22258	285.17264957264956	517103	0.29	585	40	62337	None
AH-326-A01	52.57	0.21	Neural Network (Specific Model)	11	0.965	47063	292.1864406779661	748139	0.3	826	36	134083	None
AH-324-P13	42.14	0.16	Neural Network (Specific Model)	11	0.964	24481	288.44736842105266	611733	0.29	684	48	70888	None
AH-326-A13	21.23	0.7	Neural Network (Specific Model)	11	0.953	15898	289.52866242038215	285204	0.28	314	27	31091	None
AH-326-B15	14.18	0.0	Neural Network (Specific Model)	11	0.965	14467	261.38912133891216	193487	0.3	239	23	34675	None
AH-326-B04	41.24	0.0	Neural Network (Specific Model)	11	0.956	38236	294.47216890595007	479809	0.29	521	33	78829	None
AH-326-B03	23.94	0.12	Neural Network (Specific Model)	11	0.968	13562	267.22049689440996	265747	0.29	322	31	29648	None
AH-326-B16	18.53	0.1	Neural Network (Specific Model)	11	0.963	11705	273.6750629722922	337390	0.33	397	44	25002	None
AH-326-A23	59.3	0.05	Neural Network (Specific Model)	11	0.964	36741	293.5858064516129	705762	0.29	775	38	120041	None
AH-326-C08	33.85	0.08	Neural Network (Specific Model)	11	0.967	20880	291.1793214862682	557518	0.29	619	52	60298	None
AH-326-C11	60.03	0.03	Neural Network (Specific Model)	11	0.96	33271	289.0511482254697	862371	0.3	958	51	105304	None
AH-326-C19	47.36	0.07	Neural Network (Specific Model)	11	0.957	28481	292.52240896358546	653439	0.3	714	57	70932	None
AH-326-D07	18.93	0.21	Neural Network (Specific Model)	11	0.965	11541	289.8705501618123	277636	0.3	309	36	29963	None
AH-326-D13	56.39	0.02	Neural Network (Specific Model)	11	0.96	17901	290.3480392156863	737764	0.3	816	59	64765	None
AH-326-D20	30.68	0.04	Neural Network (Specific Model)	11	0.968	18569	296.43782837127844	522584	0.3	571	48	49574	None
AH-326-F06	25.8	0.04	Neural Network (Specific Model)	11	0.961	11236	281.59139784946234	325977	0.29	372	40	28647	None
AH-326-F05	18.01	0.0	Neural Network (Specific Model)	11	0.967	10797	275.76363636363635	328155	0.3	385	40	49251	None
AH-326-F04	55.12	0.05	Neural Network (Specific Model)	11	0.963	31494	293.3815028901734	630748	0.3	692	42	71043	None
AH-326-F02	18.28	0.03	Neural Network (Specific Model)	11	0.951	11009	278.46875	251974	0.3	288	30	34193	None
AH-326-F10	70.63	0.39	Neural Network (Specific Model)	11	0.968	64920	292.3542354235424	820964	0.29	909	37	111264	None
AH-326-G20	82.07	0.04	Neural Network (Specific Model)	11	0.964	98712	295.62871794871796	893363	0.3	975	29	171744	None
AH-326-I04	34.69	0.05	Neural Network (Specific Model)	11	0.965	25415	301.685534591195	445886	0.3	477	38	72999	None
AH-326-I20	22.61	1.81	Neural Network (Specific Model)	11	0.967	12248	288.38793103448273	310419	0.29	348	37	33914	None
AH-326-K03	53.4	1.07	Neural Network (Specific Model)	11	0.966	47933	285.46783625730995	755388	0.29	855	34	90302	None
AH-326-K06	14.55	0.01	Neural Network (Specific Model)	11	0.967	15712	287.5404411764706	241920	0.29	272	21	28527	None
AH-326-L11	59.67	0.24	Neural Network (Specific Model)	11	0.97	32222	290.9353023909986	637338	0.29	711	36	96405	None
AH-326-K23	55.37	0.61	Neural Network (Specific Model)	11	0.963	47667	286.1473851030111	560161	0.3	631	23	103846	None
AH-326-L06	13.52	0.01	Neural Network (Specific Model)	11	0.951	21139	298.6278195488722	249968	0.31	266	17	35878	None
AH-326-L07	30.53	0.02	Neural Network (Specific Model)	11	0.954	24771	281.33816425120773	364890	0.31	414	32	69696	None
AH-326-N18	16.36	0.08	Neural Network (Specific Model)	11	0.968	18000	277.68609865470853	191194	0.3	223	12	68616	None
AH-326-N23	47.53	0.31	Neural Network (Specific Model)	11	0.963	42251	299.27413127413126	721997	0.29	777	30	102847	None
AH-326-O04	77.81	0.14	Neural Network (Specific Model)	11	0.963	92661	297.8445229681979	1047201	0.29	1132	38	123628	None
AH-326-O11	15.03	0.04	Neural Network (Specific Model)	11	0.967	15565	266.1469194312796	173505	0.3	211	17	32772	None
AH-326-O20	64.66	0.01	Neural Network (Specific Model)	11	0.97	51536	298.77058029689607	682071	0.3	741	33	107800	None
AH-326-P04	15.52	0.0	Neural Network (Specific Model)	11	0.958	16301	291.1297071129707	217021	0.29	239	22	28010	None
AH-326-P08	16.92	0.0	Neural Network (Specific Model)	11	0.961	14829	260.29655172413794	235070	0.29	290	24	30447	None
AG-918-C02	43.41	0.79	Neural Network (Specific Model)	11	0.959	22543	283.2168674698795	512813	0.3	581	36	64315	None
AG-470-O11	75.16	0.27	Neural Network (Specific Model)	11	0.965	56671	303.9064220183486	1027219	0.3	1090	40	245405	None
AG-426-P11	19.07	0.04	Neural Network (Specific Model)	11	0.97	15680	303.31868131868134	255485	0.3	273	29	39470	None
AG-426-O16	27.09	0.0	Neural Network (Specific Model)	11	0.951	18414	282.23433874709974	382617	0.29	431	35	46004	None
AG-430-M14	66.34	0.06	Neural Network (Specific Model)	11	0.964	43697	289.88355464759957	879964	0.29	979	39	161311	None
AG-912-F15	73.58	0.03	Neural Network (Specific Model)	11	0.963	99082	304.2466039707419	903680	0.29	957	24	199813	None
AG-912-I11	76.22	0.11	Neural Network (Specific Model)	11	0.967	33627	300.3578387953942	1049236	0.29	1129	53	134803	None
AG-913-G15	55.86	0.08	Neural Network (Specific Model)	11	0.968	38323	300.256050955414	728594	0.3	785	42	88776	None
AG-435-O22	24.5	0.06	Neural Network (Specific Model)	11	0.963	15513	289.79295154185024	408540	0.28	454	42	28459	None
AG-914-E22	19.35	0.04	Neural Network (Specific Model)	11	0.964	12260	264.35625	262256	0.29	320	30	22490	None
AG-914-E21	81.8	0.01	Neural Network (Specific Model)	11	0.965	66494	300.7690029615005	944219	0.3	1013	27	128134	None
AG-914-G18	78.31	0.01	Gradient Boost (General Model)	11	0.96	63528	298.6060138781804	1207625	0.32	1297	46	213193	None
AG-914-G10	76.87	0.16	Neural Network (Specific Model)	11	0.964	75445	297.62759336099583	890031	0.3	964	18	205792	None
AG-439-M09	60.93	0.01	Neural Network (Specific Model)	11	0.961	18785	289.8337950138504	651049	0.3	722	52	54079	None
AG-439-O20	22.82	0.16	Neural Network (Specific Model)	11	0.958	9715	262.2667946257198	426472	0.3	521	59	21680	None
AG-439-N15	51.79	0.65	Neural Network (Specific Model)	11	0.963	23095	287.8164893617021	672604	0.29	752	50	92172	None
AG-915-N02	52.64	0.0	Neural Network (Specific Model)	11	0.963	42186	304.75080906148867	584752	0.3	618	44	106676	None
AH-326-D04	48.35	0.0	Neural Network (Specific Model)	11	0.959	41408	295.9306930693069	558750	0.3	606	33	78463	None
AH-326-D09	68.73	0.01	Neural Network (Specific Model)	11	0.959	68009	289.94332939787483	766095	0.29	847	28	170749	None
AH-326-F07	57.17	0.03	Neural Network (Specific Model)	11	0.961	63892	290.9598494353827	721705	0.3	797	33	133491	None
AH-326-G10	18.36	0.05	Neural Network (Specific Model)	11	0.955	12943	269.90495867768595	204568	0.3	242	23	42902	None
AH-326-K11	61.31	0.01	Neural Network (Specific Model)	11	0.963	27776	282.2577720207254	676624	0.29	772	62	80591	None
AH-326-L22	41.14	0.02	Neural Network (Specific Model)	11	0.954	17433	306.5533199195171	477436	0.3	497	43	42965	None
AH-326-M11	74.98	0.03	Neural Network (Specific Model)	11	0.963	42810	286.8377142857143	779585	0.29	875	31	163565	None
AH-326-M23	80.07	0.04	Neural Network (Specific Model)	11	0.969	63899	306.30882352941177	835346	0.3	884	33	142374	None
AH-326-O09	27.12	0.0	Neural Network (Specific Model)	11	0.95	17333	286.93384223918576	355069	0.29	393	33	45126	None
AH-326-O05	51.73	0.2	Neural Network (Specific Model)	11	0.964	24337	283.4180225281602	702236	0.29	799	49	69835	None
AH-326-P06	66.26	0.14	Neural Network (Specific Model)	11	0.966	21694	297.2623966942149	890797	0.29	968	68	73894	None
AH-326-P20	42.22	0.19	Neural Network (Specific Model)	11	0.963	27942	288.53088480801335	536806	0.29	599	30	67885	None
AH-326-P21	65.27	0.07	Neural Network (Specific Model)	11	0.961	56827	293.1855791962175	771631	0.29	846	31	136088	None
AG-918-A19	84.69	0.65	Neural Network (Specific Model)	11	0.964	111258	293.23929961089493	935159	0.3	1028	33	255155	None
AG-918-B20	70.88	0.01	Neural Network (Specific Model)	11	0.969	32491	295.4129098360656	890266	0.29	976	53	115532	None
AG-918-B08	80.75	0.13	Neural Network (Specific Model)	11	0.966	75216	296.375845410628	949020	0.3	1035	21	184478	None
AG-470-O18	58.27	0.03	Neural Network (Specific Model)	11	0.97	47270	300.4521212121212	764394	0.3	825	39	90904	None
AG-470-O08	59.38	0.48	Neural Network (Specific Model)	11	0.958	21850	283.5471447543161	666869	0.3	753	46	68269	None
AG-470-N22	36.21	0.15	Neural Network (Specific Model)	11	0.959	16479	281.05420560747666	468458	0.29	535	46	39312	None
AG-470-P13	56.5	0.73	Neural Network (Specific Model)	11	0.96	27101	282.21994535519127	643649	0.3	732	46	88721	None
AG-911-G04	43.09	0.0	Neural Network (Specific Model)	11	0.96	90277	306.2191283292978	788688	0.34	826	30	185675	None
AG-426-N19	42.63	0.06	Neural Network (Specific Model)	11	0.967	16632	277.36842105263156	455855	0.29	532	43	42528	None
AG-912-E21	58.13	0.0	Neural Network (Specific Model)	11	0.96	39261	285.8976377952756	677938	0.3	762	35	78016	None
AG-912-I15	10.59	0.03	Neural Network (Specific Model)	11	0.971	12122	288.29957805907173	210426	0.3	237	26	33516	None
AG-913-F04	32.7	0.03	Neural Network (Specific Model)	11	0.955	23953	293.6967741935484	427838	0.29	465	31	61316	None
AG-913-F09	79.07	0.19	Neural Network (Specific Model)	11	0.966	250523	308.94850187265916	1021333	0.29	1068	17	269535	None
AG-912-O07	55.99	0.02	Neural Network (Specific Model)	11	0.968	31402	298.6326276463263	741042	0.3	803	44	80846	None
AG-439-B06	60.97	0.04	Neural Network (Specific Model)	11	0.962	48180	296.33924050632913	727380	0.31	790	25	109216	None
AG-435-O19	45.17	0.01	Neural Network (Specific Model)	11	0.952	27815	290.10084033613447	542217	0.3	595	31	75005	None
AG-913-M16	27.5	0.1	Neural Network (Specific Model)	11	0.967	63313	297.0837320574163	384083	0.29	418	12	113524	None
AG-439-C22	72.75	0.15	Neural Network (Specific Model)	11	0.964	64271	303.6460980036298	1037669	0.28	1102	38	109720	None
AG-914-D13	77.87	0.0	Gradient Boost (General Model)	11	0.964	72799	307.612202688728	923414	0.33	967	32	126590	None
AG-439-I15	24.63	0.01	Neural Network (Specific Model)	11	0.962	12028	274.53911205073996	403415	0.29	473	48	27923	None
AG-914-G11	55.27	0.04	Neural Network (Specific Model)	11	0.955	24496	286.4211737629459	778727	0.29	869	54	58990	None
AG-439-J18	24.27	0.0	Neural Network (Specific Model)	11	0.961	11230	274.16028708133973	356669	0.28	418	44	34130	None
AG-914-G20	43.05	0.04	Neural Network (Specific Model)	11	0.956	32919	294.479674796748	566539	0.3	615	36	91618	None
AG-439-L18	49.02	0.08	Neural Network (Specific Model)	11	0.958	27347	275.01190476190476	504740	0.3	588	34	73089	None
AG-914-I15	79.05	0.03	Neural Network (Specific Model)	11	0.964	108224	301.27454110135676	1171937	0.3	1253	37	162393	None
AG-914-L09	78.97	0.04	Neural Network (Specific Model)	11	0.965	75009	302.1734513274336	1057646	0.29	1130	35	116613	None
AG-914-L19	40.86	0.5	Neural Network (Specific Model)	11	0.957	37742	294.0500834724541	550654	0.3	599	36	99804	None
AG-915-C03	64.42	0.53	Neural Network (Specific Model)	11	0.965	63117	303.2840512223516	807201	0.29	859	36	183976	None
AG-915-F17	78.25	0.85	Neural Network (Specific Model)	11	0.964	52090	296.9236773633998	1061799	0.29	1153	48	167465	None
AG-447-I09	83.47	0.0	Neural Network (Specific Model)	11	0.964	103768	296.33605887162713	1124921	0.29	1223	34	165306	None
AG-447-J03	82.07	0.04	Neural Network (Specific Model)	11	0.962	79264	299.43557692307695	968193	0.28	1040	30	225018	None
AG-915-F20	65.15	0.04	Neural Network (Specific Model)	11	0.96	64729	289.93095238095236	758564	0.3	840	27	120004	None
AG-915-G16	40.03	0.04	Neural Network (Specific Model)	11	0.974	73051	297.1240310077519	588726	0.3	645	22	144106	None
AG-447-I23	72.37	0.0	Neural Network (Specific Model)	11	0.965	43860	288.8986220472441	909430	0.29	1016	47	81160	None
AG-915-K17	79.5	0.05	Neural Network (Specific Model)	11	0.964	138493	299.3258426966292	991918	0.29	1068	33	223416	None
AG-447-L09	49.21	0.02	Neural Network (Specific Model)	11	0.962	22629	287.84251968503935	682139	0.29	762	63	88120	None
AG-915-L21	38.29	0.0	Neural Network (Specific Model)	11	0.964	22971	305.3444676409186	453424	0.29	479	30	50262	None
AG-915-L11	60.85	0.01	Neural Network (Specific Model)	11	0.96	34656	289.0130293159609	828655	0.29	921	52	90088	None
AG-915-K20	68.63	0.0	Neural Network (Specific Model)	11	0.964	63968	304.5755053507729	794420	0.29	841	22	149533	None
AG-915-N04	65.0	0.07	Neural Network (Specific Model)	11	0.964	46569	286.6561743341404	734589	0.3	826	39	84517	None
AG-915-M15	26.44	0.05	Neural Network (Specific Model)	11	0.967	21738	287.4127516778523	264848	0.29	298	17	53533	None
AG-447-N02	75.68	0.15	Neural Network (Specific Model)	11	0.962	56014	295.49706129303104	1094508	0.3	1191	30	222069	None
AG-447-M19	75.44	0.04	Neural Network (Specific Model)	11	0.965	72073	300.9030969030969	933742	0.29	1001	35	239494	None
AG-915-P11	46.27	0.67	Neural Network (Specific Model)	11	0.966	23758	294.9055258467023	511646	0.3	561	30	46579	None
AG-916-B11	83.44	0.06	Neural Network (Specific Model)	11	0.964	83177	299.9039039039039	929432	0.29	999	33	435635	None
AG-916-D14	29.64	0.28	Neural Network (Specific Model)	11	0.968	17221	289.64444444444445	402498	0.31	450	44	76110	None
AG-453-C22	50.3	0.0	Neural Network (Specific Model)	11	0.956	19657	283.6923076923077	622893	0.3	702	51	38503	None
AG-916-E09	42.43	0.0	Neural Network (Specific Model)	11	0.96	36893	296.2244488977956	459988	0.3	499	27	97197	None
AG-916-E03	41.02	0.0	Neural Network (Specific Model)	11	0.955	18110	282.03435114503816	462414	0.29	524	51	31924	None
AG-453-C23	55.27	0.0	Neural Network (Specific Model)	11	0.958	23534	289.9890560875513	661424	0.29	731	50	60544	None
AAA023-L09	68.97	2.34	Neural Network (Specific Model)	11	0.954	31312	277.59371492704827	774923	0.29	891	76	59964	None
AAA024-N17	30.67	0.19	Neural Network (Specific Model)	11	0.939	17129	268.9686684073107	328144	0.3	383	45	35260	None
AAA027-J10	71.84	0.04	Neural Network (Specific Model)	11	0.952	45498	275.2977099236641	792980	0.3	917	82	96767	None
AAA027-L15	62.03	0.67	Neural Network (Specific Model)	11	0.963	126188	281.7554744525547	719587	0.29	822	56	245217	None
AAA028-C07	75.62	0.44	Neural Network (Specific Model)	11	0.961	88240	284.264367816092	846566	0.3	957	32	203146	None
AAA028-D10	79.73	0.32	Neural Network (Specific Model)	11	0.947	103388	277.26679280983916	925141	0.3	1057	57	176148	None
AAA240-E13	82.63	3.16	Neural Network (Specific Model)	11	0.932	50391	275.93114339861023	1401604	0.29	1583	151	112059	None
AAA280-B11	55.18	0.23	Neural Network (Specific Model)	11	0.951	35544	269.0112923462986	674250	0.3	797	47	54526	None
AAA280-P20	60.59	0.51	Neural Network (Specific Model)	11	0.948	35627	280.54791154791155	720523	0.3	814	65	90870	None
AAA288-E13	54.3	1.65	Neural Network (Specific Model)	11	0.934	25330	274.43243243243245	812863	0.29	925	106	99567	None
AAA288-G21	66.46	2.1	Neural Network (Specific Model)	11	0.938	30515	265.406511627907	909786	0.3	1075	139	85870	None
AAA288-N07	65.67	0.98	Neural Network (Specific Model)	11	0.943	33086	277.8763837638376	954664	0.29	1084	81	88003	None
AAA795-A08	27.03	0.0	Neural Network (Specific Model)	11	0.957	37626	278.4709976798144	374567	0.28	431	61	67335	None
AAA795-B16	44.68	0.03	Neural Network (Specific Model)	11	0.957	16835	261.03988183161005	551717	0.29	677	95	59748	None
AAA795-C09	55.45	0.19	Neural Network (Specific Model)	11	0.959	30924	269.3337531486146	667038	0.28	794	82	115530	None
AAA795-C10	32.65	0.08	Neural Network (Specific Model)	11	0.958	40872	276.6889692585895	477445	0.29	553	55	63581	None
AAA795-E07	59.14	0.4	Neural Network (Specific Model)	11	0.967	48623	267.73147023086267	681366	0.3	823	101	118265	None
AAA795-E22	67.66	0.17	Neural Network (Specific Model)	11	0.963	56618	294.6187214611872	801227	0.29	876	63	205219	None
AAA795-F16	75.54	0.34	Neural Network (Specific Model)	11	0.963	93996	284.14925373134326	945491	0.29	1072	74	362296	None
AAA795-G15	13.63	0.15	Neural Network (Specific Model)	11	0.959	14063	237.93954659949623	294337	0.3	397	62	52603	None
AAA795-J21	59.73	0.14	Neural Network (Specific Model)	11	0.96	120490	275.9242125984252	872902	0.29	1016	77	195050	None
AAA795-K18	45.89	0.22	Neural Network (Specific Model)	11	0.966	34369	275.683780630105	731292	0.3	857	114	158450	None
AAA795-L23	76.22	0.23	Gradient Boost (General Model)	11	0.969	25517	263.0855199222546	834822	0.28	1029	150	57174	None
AAA795-M18	75.44	0.25	Neural Network (Specific Model)	11	0.964	66910	303.9793536804309	1050527	0.29	1114	61	130643	None
AAA795-M22	77.94	0.56	Neural Network (Specific Model)	11	0.964	66137	282.6313645621181	860157	0.29	982	80	223039	None
AAA795-N08	39.06	0.18	Neural Network (Specific Model)	11	0.963	15804	252.1687074829932	575315	0.29	735	157	46985	None
AAA795-N17	56.86	0.01	Neural Network (Specific Model)	11	0.963	30743	278.2810734463277	611592	0.29	708	94	64505	None
AAA795-O19	65.89	0.1	Neural Network (Specific Model)	11	0.969	70048	288.0817679558011	804609	0.29	905	62	191259	None
AAA795-O20	76.73	0.07	Neural Network (Specific Model)	11	0.961	81405	288.52846975088966	1009143	0.29	1124	62	157211	None
AAA795-P11	72.41	3.75	Neural Network (Specific Model)	11	0.964	36060	277.57834507042253	977727	0.29	1136	127	67304	None
AAA797-I19	74.32	0.03	Neural Network (Specific Model)	11	0.963	157078	288.6704845814978	1016895	0.29	1135	77	199009	None
AG-339-L04	39.2	0.68	Neural Network (Specific Model)	11	0.962	15148	281.75857142857143	613183	0.3	700	65	40310	None
AG-339-N18	50.52	0.62	Neural Network (Specific Model)	11	0.96	16767	280.2110215053763	649510	0.29	744	58	42079	None
AG-345-F03	38.18	0.48	Neural Network (Specific Model)	11	0.964	15135	275.3898305084746	604738	0.29	708	57	44325	None
AG-345-F21	85.0	0.02	Neural Network (Specific Model)	11	0.96	51992	297.0920303605313	974939	0.3	1054	31	114148	None
AG-345-L07	50.66	0.25	Neural Network (Specific Model)	11	0.963	14908	269.44677661169413	557698	0.29	667	50	56970	None
AG-345-O09	77.69	0.01	Neural Network (Specific Model)	11	0.959	72503	293.05505505505505	912744	0.29	999	29	134143	None
