OG_ID	cog_best	cog_best_name	cog_best_gene	cog_best_letter	cog_best_description	cog_support	n_genes	cog_rate
OG0002695	COG2175	Taurine dioxygenase, alpha-ketoglutarate-dependent	TauD	Q	Secondary metabolites biosynthesis, transport and catabolism	6	8	0.75
OG0002697	COG4103	Tellurite/oxyanion resistance protein, TerB superfamily	TerB2	P	Inorganic ion transport and metabolism	4	8	0.5
OG0002699	COG1359	Quinol monooxygenase YgiN	YgiN	C	Energy production and conversion	8	8	1
OG0002701	COG5126	Ca2+-binding protein, EF-hand superfamily	FRQ1	T	Signal transduction mechanisms	8	8	1
OG0002702	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	K	Transcription	8	8	1
OG0002704	COG5612	Ni/Co/Cd-binding protein CnrX (heavy-metal resistance)	CnrX	P	Inorganic ion transport and metabolism	8	8	1
OG0002709	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	MnmE	J	Translation, ribosomal structure and biogenesis	1	8	0.125
OG0002713	COG1378	Sugar-specific transcriptional regulator TrmB	YrhO	K	Transcription	1	8	0.125
OG0002714	COG4974	Site-specific tyrosine recombinase XerD	XerD	L	Replication, recombination and repair	8	8	1
OG0002716	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	R	General function prediction only	6	8	0.75
OG0002721	COG5542	Mannosyltransferase related to Gpi18	NA	G	Carbohydrate transport and metabolism	1	8	0.125
OG0002722	COG5817	Stage II sporulation protein SpoIIE/SpoIIH (serine phosphatase - sigma-F activation)	SpoIIE	D	Cell cycle control, cell division, chromosome partitioning	1	8	0.125
OG0002725	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	1	8	0.125
OG0002726	COG0265	Periplasmic serine protease DegP/DegQ, contain C-terminal PDZ domain	DegQ	O	Posttranslational modification, protein turnover, chaperones	3	8	0.375
OG0002730	COG3111	Predicted periplasmic protein with OB-fold, involved in stress response, YdeI/OmdA family	YdeI	R	General function prediction only	1	8	0.125
OG0002732	COG2433	Possible nuclease of RNase H fold, RuvC/YqgF family	NA	R	General function prediction only	1	8	0.125
OG0002732	COG3074	Cell division protein ZapB, interacts with FtsZ	ZapB	D	Cell cycle control, cell division, chromosome partitioning	1	8	0.125
OG0002732	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	4	8	0.5
OG0002733	COG4547	Cobalamin biosynthesis cobaltochelatase CobT subunit	CobT2	H	Coenzyme transport and metabolism	2	8	0.25
OG0002736	COG3474	Cytochrome c2	Cyc7	C	Energy production and conversion	8	8	1
OG0002739	COG3085	Uncharacterized RNA-binding protein YifE, UPF0438 family	YifE	R	General function prediction only	2	8	0.25
OG0002744	COG2044	Predicted peroxiredoxin, DsrE/DsrF-like family	NA	R	General function prediction only	7	8	0.875
OG0002745	COG3544	Copper/silver metallochaperone CopM, DUF305 family	CopM	P	Inorganic ion transport and metabolism	8	8	1
OG0002748	COG5126	Ca2+-binding protein, EF-hand superfamily	FRQ1	T	Signal transduction mechanisms	7	8	0.875
OG0002750	COG3329	Na+-dependent bicarbonate transporter SbtA	SbtA	C	Energy production and conversion	8	8	1
OG0002752	COG1633	Rubrerythrin, includes spore coat protein YhjR	YhjR	P	Inorganic ion transport and metabolism	8	8	1
OG0002754	COG3158	K+ uptake protein Kup	Kup	P	Inorganic ion transport and metabolism	8	8	1
OG0002755	COG3528	Lipid A deacylase LpxR, DUF2219 family	LpxR	M	Cell wall/membrane/envelope biogenesis	8	8	1
OG0002758	COG1686	D-alanyl-D-alanine carboxypeptidase	DacC	M	Cell wall/membrane/envelope biogenesis	8	8	1
OG0002759	COG1983	Phage shock protein PspC (stress-responsive transcriptional regulator)	PspC	K	Transcription	8	8	1
OG0002764	COG0625	Glutathione S-transferase or stringent starvation protein SspA	GstA	O	Posttranslational modification, protein turnover, chaperones	8	8	1
OG0002766	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	TauE	P	Inorganic ion transport and metabolism	8	8	1
OG0002769	COG4729	Uncharacterized conserved protein, DUF1850 family	NA	S	Function unknown	8	8	1
OG0002770	COG1430	Uncharacterized conserved membrane protein, UPF0127 family	NA	S	Function unknown	8	8	1
OG0002773	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	EamA	E	Amino acid transport and metabolism	8	8	1
OG0002775	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	7	7	1
OG0002776	COG0241	Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily	HisB1/GmhB	E	Amino acid transport and metabolism	4	7	0.5714285714285714
OG0002776	COG1208	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	GCD1	J	Translation, ribosomal structure and biogenesis	1	7	0.14285714285714285
OG0002777	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	DctP	G	Carbohydrate transport and metabolism	7	7	1
OG0002778	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	LldD	C	Energy production and conversion	7	7	1
OG0002779	COG0615	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family	TagD	M	Cell wall/membrane/envelope biogenesis	6	7	0.8571428571428571
OG0002779	COG2513	2-Methylisocitrate lyase and related enzymes, PEP mutase family	PrpB	G	Carbohydrate transport and metabolism	1	7	0.14285714285714285
OG0002792	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	R	General function prediction only	1	7	0.14285714285714285
OG0002793	COG2327	Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis)	WcaK	M	Cell wall/membrane/envelope biogenesis	6	7	0.8571428571428571
OG0002794	COG3311	DNA-binding transcriptional regulator AlpA	AlpA	K	Transcription	2	7	0.2857142857142857
OG0002798	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	PhyH	Q	Secondary metabolites biosynthesis, transport and catabolism	7	7	1
OG0002799	COG5633	Uncharacterized conserved protein YcfL	YcfL	S	Function unknown	1	7	0.14285714285714285
OG0002803	COG1807	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA	ArnT	M	Cell wall/membrane/envelope biogenesis	1	7	0.14285714285714285
OG0002806	COG2852	Very-short-patch-repair endonuclease	YcjD	L	Replication, recombination and repair	4	7	0.5714285714285714
OG0002813	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	2	7	0.2857142857142857
OG0002813	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	2	7	0.2857142857142857
OG0002816	COG4725	N6-adenosine-specific RNA methylase, MT-A70 family	IME4	J	Translation, ribosomal structure and biogenesis	7	7	1
OG0002819	COG0625	Glutathione S-transferase or stringent starvation protein SspA	GstA	O	Posttranslational modification, protein turnover, chaperones	7	7	1
OG0002820	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	TesA	D	Cell cycle control, cell division, chromosome partitioning	6	7	0.8571428571428571
OG0002821	COG3167	Type II secretion system/type IV pilus alignment protein PilO	PilO	N	Cell motility	1	7	0.14285714285714285
OG0002822	COG0346	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA	Q	Secondary metabolites biosynthesis, transport and catabolism	7	7	1
OG0002826	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	2	7	0.2857142857142857
OG0002826	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	3	7	0.42857142857142855
OG0002829	COG3203	Outer membrane porin OmpC/OmpF/PhoE	OmpC	M	Cell wall/membrane/envelope biogenesis	2	7	0.2857142857142857
OG0002834	COG1984	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2	PxpC	E	Amino acid transport and metabolism	1	7	0.14285714285714285
OG0002840	COG2223	Nitrate/nitrite transporter NarK	NarK	P	Inorganic ion transport and metabolism	3	7	0.42857142857142855
OG0002843	COG1802	DNA-binding transcriptional regulator, GntR family	GntR	K	Transcription	7	7	1
OG0002844	COG2370	Hydrogenase/urease accessory protein HupE	HupE	O	Posttranslational modification, protein turnover, chaperones	7	7	1
OG0002845	COG0627	S-formylglutathione hydrolase FrmB	FrmB	V	Defense mechanisms	7	7	1
OG0002847	COG2738	Zn-dependent membrane protease YugP	YugP	O	Posttranslational modification, protein turnover, chaperones	7	7	1
OG0002848	COG4974	Site-specific tyrosine recombinase XerD	XerD	L	Replication, recombination and repair	7	7	1
OG0002852	COG1846	DNA-binding transcriptional regulator, MarR family	MarR	K	Transcription	7	7	1
OG0002856	COG1403	HNH family endonuclease, includes 5-methylcytosine-specific restriction endonuclease McrA	McrA	V	Defense mechanisms	6	7	0.8571428571428571
OG0002861	COG3642	tRNA A37 N6-threonylcarbamoyl transferase component Bud32	Bud32	J	Translation, ribosomal structure and biogenesis	1	7	0.14285714285714285
OG0002862	COG1524	c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily	AtaC	T	Signal transduction mechanisms	7	7	1
OG0002865	COG2433	Possible nuclease of RNase H fold, RuvC/YqgF family	NA	R	General function prediction only	4	7	0.5714285714285714
OG0002866	COG4974	Site-specific tyrosine recombinase XerD	XerD	L	Replication, recombination and repair	7	7	1
OG0002867	COG2423	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family	OCDMu	E	Amino acid transport and metabolism	7	7	1
OG0002868	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	3	7	0.42857142857142855
OG0002871	COG1266	Membrane protease YdiL, CAAX protease family	YdiL	O	Posttranslational modification, protein turnover, chaperones	7	7	1
OG0002874	COG0010	Arginase/agmatinase family enzyme	SpeB	E	Amino acid transport and metabolism	6	6	1
OG0002875	COG1182	FMN-dependent NADH-azoreductase	AzoR	C	Energy production and conversion	6	6	1
OG0002881	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	4	6	0.6666666666666666
OG0002881	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	EnvC	D	Cell cycle control, cell division, chromosome partitioning	2	6	0.3333333333333333
OG0002886	COG1403	HNH family endonuclease, includes 5-methylcytosine-specific restriction endonuclease McrA	McrA	V	Defense mechanisms	6	6	1
OG0002888	COG2348	Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)	FmhB	M	Cell wall/membrane/envelope biogenesis	4	6	0.6666666666666666
OG0002890	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	K	Transcription	3	6	0.5
OG0002894	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase	MurB	M	Cell wall/membrane/envelope biogenesis	5	6	0.8333333333333334
OG0002896	COG1670	Protein N-acetyltransferase, RimJ/RimL family	RimL	J	Translation, ribosomal structure and biogenesis	6	6	1
OG0002897	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	PhyH	Q	Secondary metabolites biosynthesis, transport and catabolism	6	6	1
OG0002899	COG0392	Predicted membrane flippase AglD2/YbhN, UPF0104 family	AglD2	M	Cell wall/membrane/envelope biogenesis	6	6	1
OG0002900	COG1715	Restriction endonuclease Mrr	Mrr	V	Defense mechanisms	2	6	0.3333333333333333
OG0002900	COG1787	Endonuclease, HJR/Mrr/RecB family	NA	V	Defense mechanisms	4	6	0.6666666666666666
OG0002903	COG1061	Superfamily II DNA or RNA helicase	SSL2	K	Transcription	5	6	0.8333333333333334
OG0002907	COG1300	Stage II sporulation protein SpoIIM, component of the engulfment complex	SpoIIM	D	Cell cycle control, cell division, chromosome partitioning	1	6	0.16666666666666666
OG0002910	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	TauC	P	Inorganic ion transport and metabolism	6	6	1
OG0002911	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	TauA	P	Inorganic ion transport and metabolism	6	6	1
OG0002912	COG4977	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	GlxA	K	Transcription	6	6	1
OG0002914	COG0036	Pentose-5-phosphate-3-epimerase	Rpe	G	Carbohydrate transport and metabolism	1	6	0.16666666666666666
OG0002914	COG0572	Uridine kinase	Udk	F	Nucleotide transport and metabolism	4	6	0.6666666666666666
OG0002915	COG5018	3'-5' exonuclease KapD, inhibitor of KinA-controlled sporulation	KapD	T	Signal transduction mechanisms	5	6	0.8333333333333334
OG0002917	COG0786	Na+/glutamate symporter	GltS	E	Amino acid transport and metabolism	1	6	0.16666666666666666
OG0002918	COG3914	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	Spy	O	Posttranslational modification, protein turnover, chaperones	1	6	0.16666666666666666
OG0002923	COG0059	Ketol-acid reductoisomerase	IlvC	E	Amino acid transport and metabolism	5	6	0.8333333333333334
OG0002923	COG0673	Predicted dehydrogenase	MviM	R	General function prediction only	1	6	0.16666666666666666
OG0002925	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	R	General function prediction only	6	6	1
OG0002927	COG0859	ADP-heptose:LPS heptosyltransferase	RfaF	M	Cell wall/membrane/envelope biogenesis	4	6	0.6666666666666666
OG0002928	COG3391	DNA-binding beta-propeller fold protein YncE	YncE	R	General function prediction only	1	6	0.16666666666666666
OG0002930	COG0392	Predicted membrane flippase AglD2/YbhN, UPF0104 family	AglD2	M	Cell wall/membrane/envelope biogenesis	3	6	0.5
OG0002931	COG1878	Kynurenine formamidase	NA	E	Amino acid transport and metabolism	6	6	1
OG0002941	COG3468	Autotransporter adhesin AidA	AidA	M	Cell wall/membrane/envelope biogenesis	1	6	0.16666666666666666
OG0002943	COG1196	Chromosome segregation ATPase Smc	Smc	D	Cell cycle control, cell division, chromosome partitioning	1	6	0.16666666666666666
OG0002943	COG1566	Multidrug resistance efflux pump EmrA	EmrA	V	Defense mechanisms	1	6	0.16666666666666666
OG0002943	COG3679	Cell fate regulator YlbF, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)	YlbF	T	Signal transduction mechanisms	1	6	0.16666666666666666
OG0002947	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	1	6	0.16666666666666666
OG0002947	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	3	6	0.5
OG0002947	COG4627	Predicted SAM-depedendent methyltransferase	NA	R	General function prediction only	1	6	0.16666666666666666
OG0002951	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	3	6	0.5
OG0002952	COG1647	Esterase/lipase	YvaK	Q	Secondary metabolites biosynthesis, transport and catabolism	2	6	0.3333333333333333
OG0002952	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	1	6	0.16666666666666666
OG0002955	COG5524	Bacteriorhodopsin	NA	C	Energy production and conversion	6	6	1
OG0002959	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	4	6	0.6666666666666666
OG0002961	COG0306	Phosphate/sulfate permease	PitA	P	Inorganic ion transport and metabolism	6	6	1
OG0002962	COG1392	Phosphate transport regulator YkaA, distantly related to PhoU, UPF0111/DUF47 family	YkaA	P	Inorganic ion transport and metabolism	6	6	1
OG0002968	COG1202	Superfamily II helicase, archaea-specific	NA	L	Replication, recombination and repair	3	6	0.5
OG0002969	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	R	General function prediction only	6	6	1
OG0002973	COG0125	Thymidylate kinase	Tmk	F	Nucleotide transport and metabolism	3	6	0.5
OG0002973	COG1162	Ribosome biogenesis GTPase RsgA	RsgA	J	Translation, ribosomal structure and biogenesis	2	6	0.3333333333333333
OG0002985	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	5	5	1
OG0002987	COG1182	FMN-dependent NADH-azoreductase	AzoR	C	Energy production and conversion	5	5	1
OG0002988	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	R	General function prediction only	5	5	1
OG0002991	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	1	5	0.2
OG0002996	COG3311	DNA-binding transcriptional regulator AlpA	AlpA	K	Transcription	1	5	0.2
OG0002998	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	1	5	0.2
OG0002999	COG2956	Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain	LapB	M	Cell wall/membrane/envelope biogenesis	1	5	0.2
OG0002999	COG3063	Type IV pilus assembly pilotin PilF, contains TPR repeats	PilF	N	Cell motility	1	5	0.2
OG0002999	COG4783	Periplasmic chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	BepA	M	Cell wall/membrane/envelope biogenesis	2	5	0.4
OG0003005	COG3304	Uncharacterized membrane protein YccF, DUF307 family	YccF	S	Function unknown	5	5	1
OG0003006	COG0210	Superfamily I DNA or RNA helicase	UvrD	L	Replication, recombination and repair	5	5	1
OG0003010	COG2050	Acyl-CoA thioesterase PaaI, contains HGG motif	PaaI	Q	Secondary metabolites biosynthesis, transport and catabolism	5	5	1
OG0003012	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	1	5	0.2
OG0003012	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	EnvC	D	Cell cycle control, cell division, chromosome partitioning	1	5	0.2
